Folder_name,Mark,Model,Generation
Uaz_Hunter_1_gen,uaz,hunter,1
Uaz_Patriot_1_gen_FL,uaz,patriot,1 fl
VW_Amarok_1_gen,vw,amarok,1
VW_Arteon_1_gen,vw,arteon,1
VW_Atlas_1_gen,vw,atlas,1
VW_Beetle_3_gen,vw,beetle,3
VW_Bora_1_gen,vw,bora,1
VW_Bora_2_gen,vw,bora,2
VW_Bora_2_gen_fl,vw,bora,2 fl
VW_Bora_3_gen,vw,bora,3
VW_CC_1_gen,vw,cc,1
VW_CC_1_gen_FL,vw,cc,1 fl
VW_Caddy_2_gen,vw,caddy,2
VW_Caddy_3_gen,vw,caddy,3
VW_Caddy_3_gen_FL,vw,caddy,3 fl
VW_Caddy_4_gen,vw,caddy,4
VW_Corrado_1_gen,vw,corrado,1
VW_Crafter_1_gen,vw,crafter,1
VW_Crafter_2_gen,vw,crafter,2
VW_Eos_1_gen,vw,eos,1
VW_Fox_1_gen,vw,fox,1
VW_Gol_2_gen,vw,gol,2
VW_Golf_1_gen,vw,golf,1
VW_Golf_2_gen,vw,golf,2
VW_Golf_3_gen,vw,golf,3
VW_Golf_4_gen,vw,golf,4
VW_Golf_5_gen,vw,golf,5
VW_Golf_6_gen,vw,golf,6
VW_Golf_7_gen,vw,golf,7
VW_Golf_Plus_1_gen,vw,golf plus,1
VW_Golf_SV_1_gen,vw,golf sv,1
VW_Gran_Lavida_2_gen,vw,gran lavida,2
VW_Iltis_1_gen,vw,iltis,1
VW_Jetta_2_gen,vw,jetta,2
VW_Jetta_3_gen,vw,jetta,3
VW_Jetta_4_gen,vw,jetta,4
VW_Jetta_5_gen,vw,jetta,5
VW_Jetta_6_gen,vw,jetta,6
VW_Jetta_7_gen,vw,jetta,7
VW_LT_2_gen,vw,lt,2
VW_Lamando_1_gen,vw,lamando,1
VW_Lavida_1_gen,vw,lavida,1
VW_Lavida_2_gen,vw,lavida,2
VW_Lupo_1_gen,vw,lupo,1
VW_New_Beetle_1_gen,vw,new beetle,1
VW_Passat_2_gen,vw,passat,2
VW_Passat_3_gen,vw,passat,3
VW_Passat_4_gen,vw,passat,4
VW_Passat_5_gen,vw,passat,5
VW_Passat_5_gen_FL,vw,passat,5 fl
VW_Passat_6_gen,vw,passat,6
VW_Passat_7_gen,vw,passat,7
VW_Passat_8_gen,vw,passat,8
VW_Phaeton_1_gen,vw,phaeton,1
VW_Phaeton_1_gen_FL,vw,phaeton,1 fl
VW_Polo_2_gen,vw,polo,2
VW_Polo_3_gen,vw,polo,3
VW_Polo_3_gen_FL,vw,polo,3 fl
VW_Polo_4_gen,vw,polo,4
VW_Polo_4_gen_FL,vw,polo,4 fl
VW_Polo_5_gen,vw,polo,5
VW_Polo_6_gen,vw,polo,6
VW_Routan_1_gen,vw,routan,1
VW_Santana_1_gen,vw,santana,1
VW_Santana_2_gen,vw,santana,2
VW_Santana_3_gen,vw,santana,3
VW_Santana_4_gen,vw,santana,4
VW_Santana_5_gen,vw,santana,5
VW_Santana_5_gen_FL,vw,santana,5 fl
VW_Scirocco_2_gen,vw,scirocco,2
VW_Scirocco_3_gen,vw,scirocco,3
VW_Sharan_1_gen,vw,sharan,1
VW_Sharan_1_gen_FL,vw,sharan,1 fl
VW_Sharan_2_gen,vw,sharan,2
VW_Squareback_1_gen,vw,squareback,1
VW_T_Cross_1_gen,vw,t cross,1
VW_T_Roc_1_gen,vw,t roc,1
VW_The_Beetle_1_gen,vw,the beetle,1
VW_Tiguan_1_gen,vw,tiguan,1
VW_Tiguan_2_gen,vw,tiguan,2
VW_Touareg_1_gen,vw,touareg,1
VW_Touareg_2_gen,vw,touareg,2
VW_Touareg_3_gen,vw,touareg,3
VW_Touran_1_gen,vw,touran,1
VW_Touran_1_gen_FL,vw,touran,1 fl
VW_Touran_1_gen_FL2,vw,touran,1 fl2
VW_Touran_2_gen,vw,touran,2
VW_Transporter_2_gen,vw,transporter,2
VW_Transporter_3_gen,vw,transporter,3
VW_Transporter_4_gen,vw,transporter,4
VW_Transporter_5_gen,vw,transporter,5
VW_Transporter_5_gen_FL,vw,transporter,5 fl
VW_Transporter_6_gen,vw,transporter,6
VW_Up_1_gen,vw,up,1
VW_Vento_1_gen,vw,vento,1
VW_Vento_2_gen,vw,vento,2
Van_Hool_T9_1_gen,van hool,t9,1
Volvo_140_1_gen,volvo,140,1
Volvo_260_1_gen,volvo,260,1
Volvo_440_1_gen,volvo,440,1
Volvo_460_1_gen,volvo,460,1
Volvo_740_1_gen,volvo,740,1
Volvo_760_1_gen,volvo,760,1
Volvo_850_1_gen,volvo,850,1
Volvo_900_1_gen,volvo,900,1
Volvo_940_1_gen,volvo,940,1
Volvo_960_1_gen,volvo,960,1
Volvo_B12_1_gen,volvo,b12,1
Volvo_C30_1_gen,volvo,c30,1
Volvo_C30_1_gen_FL,volvo,c30,1 fl
Volvo_C70_1_gen,volvo,c70,1
Volvo_C70_2_gen,volvo,c70,2
Volvo_C70_2_gen_FL,volvo,c70,2 fl
Volvo_FM_1_gen,volvo,fm,1
Volvo_FM_3_gen,volvo,fm,3
Volvo_S40_1_gen,volvo,s40,1
Volvo_S40_2_gen,volvo,s40,2
Volvo_S60_1_gen,volvo,s60,1
Volvo_S60_2_gen,volvo,s60,2
Volvo_S60_3_gen,volvo,s60,3
Volvo_S70_1_gen,volvo,s70,1
Volvo_S80_1_gen,volvo,s80,1
Volvo_S80_2_gen,volvo,s80,2
Volvo_S90_1_gen,volvo,s90,1
Volvo_V40_1_gen,volvo,v40,1
Volvo_V40_2_gen,volvo,v40,2
Volvo_V40_2_gen_FL,volvo,v40,2 fl
Volvo_V50_1_gen,volvo,v50,1
Volvo_V60_1_gen,volvo,v60,1
Volvo_V60_2_gen,volvo,v60,2
Volvo_V70_1_gen,volvo,v70,1
Volvo_V70_2_gen,volvo,v70,2
Volvo_V70_3_gen,volvo,v70,3
Volvo_V90_1_gen,volvo,v90,1
Volvo_Xc40_1_gen,volvo,xc40,1
Volvo_Xc60_1_gen,volvo,xc60,1
Volvo_Xc60_2_gen,volvo,xc60,2
Volvo_Xc90_1_gen,volvo,xc90,1
Volvo_Xc90_2_gen,volvo,xc90,2
Wartburg_353_1_gen,wartburg,353,1
Zaporozhets_1_gen,zaporozhets,,1
Zaporozhets_2_gen,zaporozhets,,2
Zaz_Forza_1_gen,zaz,forza,1
Zaz_I_Van_1_gen,zaz,i van,1
infiniti_G_1_gen,infiniti,g,1
saturn_sw2_1_gen,saturn,sw2,1
saturn_sw2_2_gen,saturn,sw2,2
saturn_sw2_3_gen,saturn,sw2,3
saturn_vue_1_gen,saturn,vue,1
saturn_vue_2_gen,saturn,vue,2
scion_tc_2_gen,scion,tc,2
scion_xa_1_gen,scion,xa,1
scion_xb_1_gen,scion,xb,1
scion_xb_2_gen,scion,xb,2
scion_xd_1_gen,scion,xd,1
suzuki_equator_1_gen,suzuki,equator,1
suzuki_esteem_1_gen,suzuki,esteem,1
suzuki_samurai_1_gen,suzuki,samurai,1
suzuki_samurai_2_gen,suzuki,samurai,2
suzuki_samurai_3_gen,suzuki,samurai,3
suzuki_sidekick_1_gen,suzuki,sidekick,1
suzuki_verona_1_gen,suzuki,verona,1
toyota_starlet_2_gen,toyota,starlet,2
toyota_supra_2_gen,toyota,supra,2
toyota_supra_4_gen,toyota,supra,4
toyota_t100_1_gen,toyota,t100,1
toyota_tacoma_1_gen,toyota,tacoma,1
toyota_tacoma_3_gen,toyota,tacoma,3
toyota_tercel_2_gen,toyota,tercel,2
toyota_tercel_3_gen,toyota,tercel,3
toyota_tercel_4_gen,toyota,tercel,4
toyota_tercel_5_gen,toyota,tercel,5
